Page_URL,Title,Location,Number_of_Guests,Number_of_Bedrooms,Number_of_Beds,Number_of_Bath,Price,Rating,Number_of_Reviews,Amenities,Sleeping_Arrangements,Hosted_by,Joined_Time,Languages,Response_Rate,Response_Time,Image_1,Image_2,Image_3,Current_Time
https://www.airbnb.com/rooms/41607159?source_impression_id=p3_1681516288_RFDirV5UAistyibR,CE Stay Room 3,"Kuching, Sarawak, Malaysia",,,,,$20 per night,5,16,"Kitchen
Wifi
Free parking on premises
Washer
Air conditioning
Private backyard – Fully fenced
Luggage dropoff allowed
Security cameras on property
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm",,Tony,,"中文 (简体), English",100%,within a few hours,https://a0.muscache.com/im/pictures/37893eca-59a8-4d54-b210-7b41625b9516.jpg?im_w=720,https://a0.muscache.com/im/pictures/37893eca-59a8-4d54-b210-7b41625b9516.jpg?im_w=720,https://a0.muscache.com/im/pictures/37893eca-59a8-4d54-b210-7b41625b9516.jpg?im_w=720,51:35.2
https://www.airbnb.com/rooms/826531939226286875?source_impression_id=p3_1681516297_Y%2FjPI8zSZ4R3M9C%2B,PeaceSpace ( Family Room),"Kuching, Sarawak, Malaysia",,,,,$11 per night,,1,"Kitchen
Dedicated workspace
Free parking on premises
Shared pool
Shared sauna
TV
Washer
Security cameras on property
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm",,Phoebe,,"中文 (简体), English, Melayu",90%,within an hour,https://a0.muscache.com/im/pictures/miso/Hosting-826531939226286875/original/613cab5d-5e6f-493c-acdc-87864dec2848.jpeg?im_w=720,https://a0.muscache.com/im/pictures/miso/Hosting-826531939226286875/original/613cab5d-5e6f-493c-acdc-87864dec2848.jpeg?im_w=720,https://a0.muscache.com/im/pictures/miso/Hosting-826531939226286875/original/613cab5d-5e6f-493c-acdc-87864dec2848.jpeg?im_w=720,51:44.0
https://www.airbnb.com/rooms/847665907901787140?source_impression_id=p3_1681516290_dlJUpg6OPt%2F2jn9M,Staycation Homestay 15 Kch City Mall Nr Batu Kawa,"Kuching, Sarawak, Malaysia",,,,,$71 per night,,,"Kitchen
Wifi
Free parking on premises
TV
Washer
Air conditioning
Hair dryer
Sharp refrigerator
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm",,The Staycation,,,100%,within an hour,https://a0.muscache.com/im/pictures/miso/Hosting-847665907901787140/original/bb82ba03-6edd-4c76-ad73-6ab01d747261.jpeg?im_w=720,https://a0.muscache.com/im/pictures/miso/Hosting-847665907901787140/original/bb82ba03-6edd-4c76-ad73-6ab01d747261.jpeg?im_w=720,https://a0.muscache.com/im/pictures/miso/Hosting-847665907901787140/original/bb82ba03-6edd-4c76-ad73-6ab01d747261.jpeg?im_w=720,51:37.2
https://www.airbnb.com/rooms/14344168?source_impression_id=p3_1681516299_Bnh04aTBW2G4knKR,Kuching City Homestay MGH (Room 10),"Kuching, Sarawak, Malaysia",,,,,$11 per night,4.72,71,"Kitchen
Wifi
Free parking on premises
TV with standard cable
Washer
Dryer
Air conditioning
Patio or balcony
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm","Bedroom
2 single beds",Jeremy,,"中文 (简体), English, Bahasa Indonesia, Melayu",100%,within an hour,https://a0.muscache.com/im/pictures/93c581fd-4e59-4e33-a38e-18256dfaadfe.jpg?im_w=720,https://a0.muscache.com/im/pictures/93c581fd-4e59-4e33-a38e-18256dfaadfe.jpg?im_w=720,https://a0.muscache.com/im/pictures/93c581fd-4e59-4e33-a38e-18256dfaadfe.jpg?im_w=720,51:45.6
https://www.airbnb.com/rooms/817084454208817262?source_impression_id=p3_1681516293_VwvR%2F1hnLMfApikc,Staycation Homestay 13 Kota SamarahanA Gated House,"Kuching, Sarawak, Malaysia",,,,,$38 per night,,,"Kitchen
Wifi
Dedicated workspace
Free parking on premises
Shared pool
TV
Washer
Security cameras on property
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm",,The Staycation,,"中文 (简体), English, Melayu",100%,within an hour,https://a0.muscache.com/im/pictures/miso/Hosting-817084454208817262/original/54cd70e4-07d4-44bf-b394-f03e9c468d95.jpeg?im_w=720,https://a0.muscache.com/im/pictures/miso/Hosting-817084454208817262/original/54cd70e4-07d4-44bf-b394-f03e9c468d95.jpeg?im_w=720,https://a0.muscache.com/im/pictures/miso/Hosting-817084454208817262/original/54cd70e4-07d4-44bf-b394-f03e9c468d95.jpeg?im_w=720,51:38.1
https://www.airbnb.com/rooms/45333174?source_impression_id=p3_1681516300_8UPRV%2BgQmQ%2BS%2BMcD,D'IRIS HOMESTAY,"Kuching, Sarawak, Malaysia",,,,,$45 per night,4.9,10,"Kitchen
Free parking on premises
TV
Washer
Air conditioning
Refrigerator
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm","Bedroom 1
1 queen bed, 1 couch
Bedroom 2
1 single bed
Bedroom 3
2 single beds",Zurina,,,100%,within an hour,https://a0.muscache.com/im/pictures/853f51ea-867a-41e2-b473-0f7a8ec0090c.jpg?im_w=720,https://a0.muscache.com/im/pictures/853f51ea-867a-41e2-b473-0f7a8ec0090c.jpg?im_w=720,https://a0.muscache.com/im/pictures/853f51ea-867a-41e2-b473-0f7a8ec0090c.jpg?im_w=720,51:46.7
https://www.airbnb.com/rooms/14344303?source_impression_id=p3_1681516295_jGr%2FWd4vNdWeOBlv,Kuching City Homestay MGH (6 to 12 pax),"Kuching, Sarawak, Malaysia",,,,,$43 per night,4.78,77,"Kitchen
Wifi
Free parking on premises
TV with standard cable
Washer
Air conditioning
Patio or balcony
Backyard
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm","Bedroom 1
1 queen bed, 1 floor mattress
Bedroom 2
1 double bed, 1 single bed, 1 floor mattress
Bedroom 3
2 single beds",Jeremy,,"中文 (简体), English, Bahasa Indonesia, Melayu",100%,within an hour,https://a0.muscache.com/im/pictures/7f3894fb-f943-4ffc-93f6-51feaa26290c.jpg?im_w=720,https://a0.muscache.com/im/pictures/7f3894fb-f943-4ffc-93f6-51feaa26290c.jpg?im_w=720,https://a0.muscache.com/im/pictures/7f3894fb-f943-4ffc-93f6-51feaa26290c.jpg?im_w=720,51:44.4
https://www.airbnb.com/rooms/52973393?source_impression_id=p3_1681516306_B1mcF9D08PvGfQJp,Entire House of Kenyalang Urban Homestay,"Kuching, Sarawak, Malaysia",,,,,$181 per night,,,"Garden view
Kitchen
Wifi
Dedicated workspace
Free residential garage on premises – 20 spaces
32"" HDTV with Netflix, premium cable, Chromecast, standard cable
Free washer – In building
Security cameras on property
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm",,Maz,,"English, Bahasa Indonesia, Melayu",100%,within an hour,https://a0.muscache.com/im/pictures/14776b3c-b892-45e3-8782-5da821c69be6.jpg?im_w=720,https://a0.muscache.com/im/pictures/14776b3c-b892-45e3-8782-5da821c69be6.jpg?im_w=720,https://a0.muscache.com/im/pictures/14776b3c-b892-45e3-8782-5da821c69be6.jpg?im_w=720,51:53.2
https://www.airbnb.com/rooms/23258888?source_impression_id=p3_1681516295_PXczN2liP4uVZ9zc,Cozy Snail Dwelling 舒适蜗居 (SINGLE ROOM 单人房),"Kuching, Sarawak, Malaysia",,,,,$15 per night,5,10,"Kitchen
Wifi
Free parking on premises
TV with standard cable
Washer
Air conditioning
Luggage dropoff allowed
Hair dryer
Breakfast
Long term stays allowed","Bedroom
1 single bed",Lune,,,100%,within an hour,https://a0.muscache.com/im/pictures/507cb10c-afba-4fd8-8c2d-44c387980b07.jpg?im_w=720,https://a0.muscache.com/im/pictures/507cb10c-afba-4fd8-8c2d-44c387980b07.jpg?im_w=720,https://a0.muscache.com/im/pictures/507cb10c-afba-4fd8-8c2d-44c387980b07.jpg?im_w=720,51:43.0
https://www.airbnb.com/rooms/656891750761245787?source_impression_id=p3_1681516305_%2BXXPv0j2SyMLbXrq,Alamanda Homestay Kuching,"Kuching, Sarawak, Malaysia",,,,,$73 per night,,2,"Park view
Kitchen
Wifi – 6 Mbps
Free parking on premises
43"" TV with standard cable
Free washer – In unit
Window AC unit
Security cameras on property
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm","Bedroom 1
2 queen beds
Bedroom 2
2 single beds
Bedroom 3
1 king bed",,,,,,https://a0.muscache.com/im/pictures/miso/Hosting-656891750761245787/original/ba9a16e3-7cc2-44af-9ce9-c298b400957b.jpeg?im_w=720,https://a0.muscache.com/im/pictures/miso/Hosting-656891750761245787/original/ba9a16e3-7cc2-44af-9ce9-c298b400957b.jpeg?im_w=720,https://a0.muscache.com/im/pictures/miso/Hosting-656891750761245787/original/ba9a16e3-7cc2-44af-9ce9-c298b400957b.jpeg?im_w=720,51:51.8
https://www.airbnb.com/rooms/544755742189969194?source_impression_id=p3_1681516312_y6K99U%2Bypk5quQV5,Amazing townhouse with ample parking (6pax),"Kuching, Sarawak, Malaysia",,,,,$34 per night,4.92,13,"Kitchen
Wifi
Dedicated workspace
Free parking on premises
TV
Washer
Air conditioning
Security cameras on property
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm",,Kelvin,,,100%,within an hour,https://a0.muscache.com/im/pictures/04c156d4-c2b4-4d7e-94bd-3614352fac02.jpg?im_w=720,https://a0.muscache.com/im/pictures/04c156d4-c2b4-4d7e-94bd-3614352fac02.jpg?im_w=720,https://a0.muscache.com/im/pictures/04c156d4-c2b4-4d7e-94bd-3614352fac02.jpg?im_w=720,51:58.2
https://www.airbnb.com/rooms/648017720560769096?source_impression_id=p3_1681516320_HXMzTy%2FxGuWOnZIJ,Seladah Stay Bedroom G (Netflix / 300Mbps Wifi),"Kuching, Sarawak, Malaysia",,,,,$14 per night,5,4,"Kitchen
Wifi
Dedicated workspace
Free parking on premises
TV
Washer
Air conditioning
Hair dryer
Security cameras on property
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm",,Kevin,,,100%,within an hour,https://a0.muscache.com/im/pictures/miso/Hosting-648017720560769096/original/e02c4a0c-5ebf-4aca-b198-a75ba672c2c5.jpeg?im_w=720,https://a0.muscache.com/im/pictures/miso/Hosting-648017720560769096/original/e02c4a0c-5ebf-4aca-b198-a75ba672c2c5.jpeg?im_w=720,https://a0.muscache.com/im/pictures/miso/Hosting-648017720560769096/original/e02c4a0c-5ebf-4aca-b198-a75ba672c2c5.jpeg?im_w=720,52:06.7
https://www.airbnb.com/rooms/14155351?source_impression_id=p3_1681516313_t4mrWNfGBYVe%2FXGQ,Kuching City Homestay MGH (Room 2),"Kuching, Sarawak, Malaysia",,,,,$17 per night,4.85,68,"Kitchen
Wifi
Free parking on premises
TV with standard cable
Washer
Dryer
Air conditioning
Patio or balcony
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm","Bedroom
1 queen bed",Jeremy,,"中文 (简体), English, Bahasa Indonesia, Melayu",100%,within an hour,https://a0.muscache.com/im/pictures/ccf74a7a-7430-43bf-8874-dab984d5f845.jpg?im_w=720,https://a0.muscache.com/im/pictures/ccf74a7a-7430-43bf-8874-dab984d5f845.jpg?im_w=720,https://a0.muscache.com/im/pictures/ccf74a7a-7430-43bf-8874-dab984d5f845.jpg?im_w=720,52:00.4
https://www.airbnb.com/rooms/591675039627457956?source_impression_id=p3_1681516322_8Xwu4yE4X2qn3lkT,Aishiteru @ Providence Samarah,"Kuching, Sarawak, Malaysia",,,,,$18 per night,5,4,"Kitchen
Wifi
Free parking on premises
TV
Washer
Air conditioning
Patio or balcony
Security cameras on property
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm",,Kelvin,,,100%,within an hour,https://a0.muscache.com/im/pictures/d07d01df-f7f8-4fac-ac8b-3221d9236285.jpg?im_w=720,https://a0.muscache.com/im/pictures/d07d01df-f7f8-4fac-ac8b-3221d9236285.jpg?im_w=720,https://a0.muscache.com/im/pictures/d07d01df-f7f8-4fac-ac8b-3221d9236285.jpg?im_w=720,52:09.8
https://www.airbnb.com/rooms/559877601663105288?source_impression_id=p3_1681516319_6%2FXXstF8uVdWNWN7,"W.S Homestay at Jalan Song, near City One&Vivacity","Kuching, Sarawak, Malaysia",,,,,$82 per night,5,7,"Kitchen
Wifi
Free parking on premises
TV
Washer
Dryer
Window AC unit
Patio or balcony
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm",,Weisheng,,,100%,within an hour,https://a0.muscache.com/im/pictures/miso/Hosting-559877601663105288/original/e0ba32fd-823a-4e56-8729-db73fb65c5e3.jpeg?im_w=720,https://a0.muscache.com/im/pictures/miso/Hosting-559877601663105288/original/e0ba32fd-823a-4e56-8729-db73fb65c5e3.jpeg?im_w=720,https://a0.muscache.com/im/pictures/miso/Hosting-559877601663105288/original/e0ba32fd-823a-4e56-8729-db73fb65c5e3.jpeg?im_w=720,52:05.0
https://www.airbnb.com/rooms/693081613708223715?source_impression_id=p3_1681516327_BmG1foaMcU7TaB2q,Cheerful house with plenty of parking (8pax),"Kuching, Sarawak, Malaysia",,,,,$50 per night,5,3,"Kitchen
Wifi
Dedicated workspace
Free parking on premises
TV
Washer
Air conditioning
Security cameras on property
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm",,Kelvin,,,100%,within an hour,https://a0.muscache.com/im/pictures/04c156d4-c2b4-4d7e-94bd-3614352fac02.jpg?im_w=720,https://a0.muscache.com/im/pictures/04c156d4-c2b4-4d7e-94bd-3614352fac02.jpg?im_w=720,https://a0.muscache.com/im/pictures/04c156d4-c2b4-4d7e-94bd-3614352fac02.jpg?im_w=720,52:12.0
https://www.airbnb.com/rooms/53757457?source_impression_id=p3_1681516317_w%2FI0bLSL2tZvI4%2FV,Aznah's Stay,"Kuching, Sarawak, Malaysia",,,,,$54 per night,4.88,8,"Kitchen
Wifi
Free carport on premises – 2 spaces
TV with Netflix, premium cable
Free washer – In unit
Air conditioning
Bathtub
Shared backyard – Not fully fenced
Luggage dropoff allowed
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm",,,,,,,https://a0.muscache.com/im/pictures/8fe7e7f0-9141-4efe-a70c-ab32444eeb4b.jpg?im_w=720,https://a0.muscache.com/im/pictures/8fe7e7f0-9141-4efe-a70c-ab32444eeb4b.jpg?im_w=720,https://a0.muscache.com/im/pictures/8fe7e7f0-9141-4efe-a70c-ab32444eeb4b.jpg?im_w=720,52:03.9
https://www.airbnb.com/rooms/14196700?source_impression_id=p3_1681516326_%2FtUNLDu4MBpSSUbE,Kuching City Homestay MGH (Room 1),"Kuching, Sarawak, Malaysia",,,,,$17 per night,4.83,52,"Kitchen
Wifi
Free parking on premises
TV with standard cable
Washer
Dryer
Air conditioning
Patio or balcony
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm","Bedroom
1 queen bed, 1 single bed",,,,,,https://a0.muscache.com/im/pictures/c5e130cd-022b-4e35-8d6a-ae4de7d92087.jpg?im_w=720,https://a0.muscache.com/im/pictures/c5e130cd-022b-4e35-8d6a-ae4de7d92087.jpg?im_w=720,https://a0.muscache.com/im/pictures/c5e130cd-022b-4e35-8d6a-ae4de7d92087.jpg?im_w=720,52:13.5
https://www.airbnb.com/rooms/735843321399266383?source_impression_id=p3_1681516321_QZBedcy%2BnRs8SQFv,5 mins drive to beach. few mins to seafood restaur,"Kuching, Sarawak, Malaysia",,,,,$28 per night,,,"Kitchen
Free parking on premises
40"" HDTV with standard cable, Netflix
Washer
Air conditioning
Refrigerator
Security cameras on property
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm",,Fahrudin Noh,,"English, Melayu",67%,within an hour,https://a0.muscache.com/im/pictures/f17383ff-ee5c-46bd-97ea-7508d91c6fce.jpg?im_w=720,https://a0.muscache.com/im/pictures/f17383ff-ee5c-46bd-97ea-7508d91c6fce.jpg?im_w=720,https://a0.muscache.com/im/pictures/f17383ff-ee5c-46bd-97ea-7508d91c6fce.jpg?im_w=720,52:09.6
https://www.airbnb.com/rooms/733000133918725844?source_impression_id=p3_1681516331_PQ7tURZXrMuSwA%2FM,LovelyHomestay (Wi-Fi+AndroidTV) 15mins to airport,"Kuching, Sarawak, Malaysia",,,,,$57 per night,,2,"Kitchen
Wifi
Dedicated workspace
Free parking on premises
TV
Washer
Air conditioning
Private backyard – Fully fenced
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm
Unavailable: Smoke alarm
Smoke alarm",,Fatin,,"English, Melayu",100%,within an hour,https://a0.muscache.com/im/pictures/e1e57761-546c-4df5-92e4-5595bb924628.jpg?im_w=720,https://a0.muscache.com/im/pictures/e1e57761-546c-4df5-92e4-5595bb924628.jpg?im_w=720,https://a0.muscache.com/im/pictures/e1e57761-546c-4df5-92e4-5595bb924628.jpg?im_w=720,52:19.9
https://www.airbnb.com/rooms/23277538?source_impression_id=p3_1681516340_vVkI6cQtrWRfydfi,Cozy Snail Dwelling,"Kuching, Sarawak, Malaysia",,,,,$22 per night,4.63,19,"Kitchen
Wifi
Free parking on premises
TV
Washer
Air conditioning
Luggage dropoff allowed
Hair dryer
Breakfast
Unavailable: Carbon monoxide alarm
Carbon monoxide alarm","Bedroom 1
1 double bed
Bedroom 2
1 double bed
Bedroom 3
1 double bed",Lune,,,100%,within an hour,https://a0.muscache.com/im/pictures/8a69aa60-ae39-456c-9d98-53d6d0933dcf.jpg?im_w=720,https://a0.muscache.com/im/pictures/8a69aa60-ae39-456c-9d98-53d6d0933dcf.jpg?im_w=720,https://a0.muscache.com/im/pictures/8a69aa60-ae39-456c-9d98-53d6d0933dcf.jpg?im_w=720,52:27.0
